symbol,year,layer,field,vlm_value,ref_value,detail,resolution
SRVI,2018,L5,revenue,23908934,5525719.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SRVI,2024,L5,current_assets,6835796,7142687.0,VLM vs parser,
SRVI,2025,L5,current_assets,7194053,17704833.0,VLM vs parser,
SSGC,2013,L5,revenue,151637577,164353539.0,VLM vs parser,
SSGC,2014,L5,revenue,155542931,164353539.0,VLM vs parser,
SSGC,2015,L2,revenue,162583170,182791953.0,prior-year overlap,
SSGC,2016,L2,revenue,138616102,214637472.0,prior-year overlap,
SSGC,2016,L5,revenue,138616102,214637472.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SSGC,2017,L2,revenue,156673275,187028899.0,prior-year overlap,
SSGC,2017,L5,revenue,156673275,187028899.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SSGC,2018,L2,revenue,177404423,184014613.0,prior-year overlap,
SSGC,2018,L5,revenue,177404423,184014613.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SSGC,2019,L3,Eq,-8022315,,negative equity,
SSGC,2019,L3,Eq,-8022315,3406305,YoY x-2.4,
SSGC,2019,L3,Sales,2971667,177404423,YoY x0.0,
SSGC,2019,L5,revenue,2971667,251645232.0,VLM vs parser,
SSGC,2020,L2,cash,1550683,699689.0,prior-year overlap,
SSGC,2020,L2,ppe,137364439,134346216.0,prior-year overlap,
SSGC,2020,L3,Eq,-23127920,,negative equity,
SSGC,2021,L3,Eq,-22171555,,negative equity,
SSGC,2021,L5,revenue,296128901,317401041.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SSGC,2022,L3,Eq,-4478853,,negative equity,
SSGC,2023,L3,Eq,-2687913,,negative equity,
SSML,2014,L2,total_equity,705507.082,631069.748,prior-year overlap,
SSML,2015,L2,total_equity,650577.71,577425.633,prior-year overlap,
SSML,2016,L2,total_equity,544521.811,516960.496,prior-year overlap,
SSML,2018,L5,revenue,2993265499,2993.265,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SSML,2024,L5,current_assets,172628897,600578489.0,VLM vs parser,
SSML,2025,L5,current_assets,23945231,30337336.0,VLM vs parser,
SSML,2025,L5,current_liabilities,1103606670,1143139239.0,VLM vs parser,
SSOM,2013,L1,TA=TL+Eq,1103074278,1580415759,,
SSOM,2017,L2,net_income,20781.498,45915.551,prior-year overlap,
SSOM,2018,L5,cost_of_sales,3318027883,2282207405.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SSOM,2018,L5,gross_profit,161703667,115010098.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SSOM,2018,L5,net_income,12357693,40812505.0,VLM vs parser,
SSOM,2018,L5,revenue,3479731550,2397217503.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SSOM,2021,L1,Sales-COGS=GP,1620843012,640662288,,
SSOM,2024,L2,net_income,134337.0,-122999.156,prior-year overlap,
STJT,2024,L2,cash,34363.0,1841058.0,prior-year overlap,
STPL,2017,L2,ppe,6703.251,670325.192,prior-year overlap,
STPL,2017,L5,ppe,6703251,670325192.0,VLM vs parser,
STPL,2022,L5,current_liabilities,2858183361,2943542039.0,VLM vs parser,
STPL,2023,L5,current_liabilities,2466393843,8573310581.0,VLM vs parser,
SURC,2014,L2,ppe,1982781,1935757.0,prior-year overlap,
SURC,2014,L5,ppe,1982781,1935757.0,VLM vs parser,
SURC,2017,L2,ppe,4952530,2441092.0,prior-year overlap,
SURC,2017,L5,ppe,4952530,2441092.0,VLM vs parser,
SURC,2018,L2,ppe,5483352,5318000.0,prior-year overlap,
SURC,2018,L5,ppe,5483352,5318000.0,VLM vs parser,
SURC,2019,L5,current_assets,5487716,6550177.0,VLM vs parser,
SURC,2022,L5,current_assets,11535417,11698736.0,VLM vs parser,
SUTM,2018,L5,current_liabilities,2398480610,2439262655.0,VLM vs parser,
SUTM,2020,L5,current_assets,3091114628,1820362310.0,VLM vs parser,
SUTM,2024,L2,cash,8398.619,83986.195,prior-year overlap,
SUTM,2024,L5,cash,8398619,83986195.0,VLM vs parser,
SYS,2015,L2.5,revenue,2263290351.0,2263.29,summary-vs-audited,
SYS,2019,L5,current_assets,4763390039,4958728105.0,VLM vs parser,
SYS,2022,L5,current_liabilities,6194692200,6273467278.0,VLM vs parser,
SYS,2024,L2.5,net_income,6115297176.0,7460012773.0,summary-vs-audited,
SYS,2025,L2.5,net_income,8019013845.0,11040583934.0,summary-vs-audited,
SZTM,2015,L1,Sales-COGS=GP,253651532,263651472,,
SZTM,2015,L2,ppe,1530085.697,1630096.697,prior-year overlap,
SZTM,2017,L2.5,revenue,4511169297.0,45111.0,summary-vs-audited,
SZTM,2017,L2.5,total_assets,2908800793,908801.0,summary-vs-audited,
SZTM,2018,L2.5,revenue,5464277865.0,4642.0,summary-vs-audited,
SZTM,2022,L2.5,total_assets,5306707228,598787.0,summary-vs-audited,
SZTM,2025,L5,current_assets,2377525845,2547475845.0,VLM vs parser,
TATM,2013,L5,ppe,2454098248,936597031.0,VLM vs parser,
TATM,2016,L2,revenue,4906.547,4906547.408,prior-year overlap,
TATM,2016,L3,Sales,4906.547,5066353.33,YoY x0.0,
TATM,2016,L5,cost_of_sales,-4678634,-4678633526.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
TATM,2016,L5,gross_profit,227913,227913882.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
TATM,2016,L5,revenue,4906547,4906547408.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
TATM,2017,L5,cost_of_sales,-4673998,-4673997854.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
TATM,2017,L5,gross_profit,340436,340436186.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
TATM,2017,L5,revenue,5014434,5014434040.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
TATM,2019,L2,cash,1536246.882,153624.682,prior-year overlap,
TATM,2019,L5,cash,1536246882,153624682.0,VLM vs parser,
TELE,2013,L5,current_assets,4136549,4008385.0,VLM vs parser,
TELE,2015,L5,current_liabilities,2170083,2338904.0,VLM vs parser,
TELE,2016,L5,current_liabilities,1240184,1291781.0,VLM vs parser,
TELE,2024,L5,gross_profit,780491,2143.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
TELE,2024,L5,net_income,248402,248.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
TELE,2024,L5,revenue,2294683,2295.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
TGL,2023,L5,current_assets,8620321610,8720321610.0,VLM vs parser,
TGL,2025,L5,current_liabilities,4019197771,6506532561.0,VLM vs parser,
THALL,2016,L5,current_liabilities,1456423,1472182.0,VLM vs parser,
THALL,2017,L2,total_assets,17427,17427226.0,prior-year overlap,
THALL,2017,L3,Eq,15433,12227578,YoY x0.0,
THALL,2017,L3,Sales,17124,15266439,YoY x0.0,
THALL,2017,L3,TA,17427,13685625,YoY x0.0,
THALL,2018,L3,Eq,16437670,15433,YoY x1065.1,
THALL,2018,L3,TA,18917463,17427,YoY x1085.5,
THALL,2018,L5,current_assets,11559793,23119586.0,VLM vs parser,
THALL,2019,L3,TA,21222.629,18917463,YoY x0.0,
THALL,2020,L3,TA,24115857,21222.629,YoY x1136.3,
THALL,2020,L5,current_assets,12879592,26153288.0,VLM vs parser,
THCCL,2022,L2,cash,237515,228182.0,prior-year overlap,
THCCL,2022,L2,ppe,4032532,1920063.0,prior-year overlap,
THCCL,2022,L2,revenue,4393830,4263894.0,prior-year overlap,
THCCL,2022,L2,total_assets,7698931,4632971.0,prior-year overlap,
THCCL,2022,L5,cash,237515,228182.0,VLM vs parser,
THCCL,2022,L5,current_assets,3615154,2362505.0,VLM vs parser,
THCCL,2022,L5,current_liabilities,2022822,1557197.0,VLM vs parser,
THCCL,2022,L5,gross_profit,477207,320621.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
THCCL,2022,L5,net_income,86433,119294.0,VLM vs parser,
THCCL,2022,L5,ppe,4032532,1920063.0,VLM vs parser,
THCCL,2022,L5,revenue,4393830,4263894.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
THCCL,2022,L5,total_assets,7698931,4632971.0,VLM vs parser,
THCCL,2023,L2,cash,684452,667071.0,prior-year overlap,
THCCL,2023,L2,ppe,3811303,1838811.0,prior-year overlap,
THCCL,2023,L2,revenue,5527127,5410132.0,prior-year overlap,
THCCL,2023,L2,total_assets,7681514,4742981.0,prior-year overlap,
THCCL,2023,L5,cash,684452,667071.0,VLM vs parser,
THCCL,2023,L5,cost_of_sales,-4868158,-4989620.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
THCCL,2023,L5,current_assets,3860991,2691638.0,VLM vs parser,
THCCL,2023,L5,current_liabilities,2289170,1496525.0,VLM vs parser,
THCCL,2023,L5,gross_profit,658969,420512.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
THCCL,2023,L5,net_income,309666,249077.0,VLM vs parser,
THCCL,2023,L5,ppe,3811303,1838811.0,VLM vs parser,
THCCL,2023,L5,revenue,5527127,5410132.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
THCCL,2023,L5,total_assets,7681514,4742981.0,VLM vs parser,
THCCL,2024,L5,current_assets,5076455,5142455.0,VLM vs parser,
TOWL,2022,L3,Eq,5391.114,3277719.849,YoY x0.0,
TOWL,2022,L3,TA,7830.468,4297024.309,YoY x0.0,
TOWL,2023,L3,Eq,7560745.472,5391.114,YoY x1402.4,
TOWL,2023,L3,TA,9981925.875,7830.468,YoY x1274.8,
TPL,2014,L3,Eq,462877.654,2454842.816,YoY x0.2,
TPL,2015,L2,ppe,537292.788,1898447.0,prior-year overlap,
TPL,2015,L2,total_assets,4629117.152,4681437.0,prior-year overlap,
TPL,2015,L2,total_equity,2745478.191,2797800.0,prior-year overlap,
TPL,2015,L3,Eq,2745478.191,462877.654,YoY x5.9,
TPL,2018,L5,current_assets,198898486,1781814110.0,VLM vs parser,
TPL,2019,L5,current_assets,543287054,628317503.0,VLM vs parser,
TPL,2024,L3,Eq,805211.588,4140055.256,YoY x0.2,
TPLI,2019,L2,cash,151479.544,702441.602,prior-year overlap,
TPLI,2019,L2,ppe,74314.193,419574.248,prior-year overlap,
TPLI,2019,L2,total_assets,1330884.601,2966103.945,prior-year overlap,
TPLI,2019,L2,total_liabilities,1593848.507,2212050.465,prior-year overlap,
TPLI,2020,L2,cash,91338.855,913388.55,prior-year overlap,
TPLI,2020,L5,cash,91338855,913388550.0,VLM vs parser,
TPLP,2020,L5,current_assets,512642030,8129642030.0,VLM vs parser,
TPLP,2021,L5,current_assets,4278983422,11896947173.0,VLM vs parser,
TPLP,2021,L5,current_liabilities,808072836,1356075121.0,VLM vs parser,
TPLP,2022,L2,cash,2762407.967,1762497.967,prior-year overlap,
TPLP,2023,L5,current_assets,3156540028,3906540028.0,VLM vs parser,
TPLT,2020,L5,current_assets,3453309307,2729591961.0,VLM vs parser,
TPLT,2025,L5,current_assets,165384,1653846926.0,VLM vs parser,
TRG,2015,L5,current_assets,49363,50018.0,VLM vs parser,
TRG,2017,L5,current_assets,226711,711892.0,VLM vs parser,
TRIBL,2014,L3,Eq,-1080356.381,,negative equity,
TRIBL,2017,L5,current_assets,1592059861,1879059861.0,VLM vs parser,
TRIBL,2017,L5,current_liabilities,2041537159,2513635467.0,VLM vs parser,
TRIPF,2022,L5,total_liabilities,11603459,9051362.0,VLM vs parser,
TRIPF,2024,L2,net_income,863506.0,-431446.0,prior-year overlap,
TRIPF,2025,L5,current_liabilities,16972407,15795478.0,VLM vs parser,
TRSM,2022,L1,TA=TL+Eq,415588434,421117116,,
TRSM,2023,L1,TA=TL+Eq,388757077,395258529,,
TSBL,2018,L3,TA,223280.067,34555267.0,YoY x0.0,
TSML,2025,L5,current_liabilities,2437935,24379353913.0,VLM vs parser,
TSPL,2022,L5,current_liabilities,141538,14153398.0,VLM vs parser,
TSPL,2023,L3,Eq,192893581,186901.799,YoY x1032.1,
TSPL,2023,L3,TA,203880708,201055.187,YoY x1014.1,
TSPL,2024,L3,Eq,186106.508,192893581,YoY x0.0,
TSPL,2024,L3,TA,219243.325,203880708,YoY x0.0,
UBDL,2016,L5,current_liabilities,726256,754954.0,VLM vs parser,
UBDL,2022,L1,Sales-COGS=GP,343686,334686,,
UBDL,2022,L3,Eq,-10564,55061,YoY x-0.2,
UBDL,2022,L3,Eq,-10564,,negative equity,
UBDL,2023,L3,Eq,-108844,,negative equity,
UBDL,2024,L3,Eq,-167834,,negative equity,
UBDL,2025,L3,Eq,-238281,,negative equity,
UBL,2015,L5,net_income,25727149,-256257.0,VLM vs parser,
UBL,2015,L5,total_assets,1486186813,1400650843.0,VLM vs parser,
UBL,2015,L5,total_equity,155599049,105867061.0,VLM vs parser,
UBL,2015,L5,total_liabilities,1330587764,1258515368.0,VLM vs parser,
UBL,2018,L2,total_equity,151269948,151270.0,prior-year overlap,
UBL,2018,L2,total_liabilities,2659486052,1738329.0,prior-year overlap,
UBL,2018,L5,total_equity,151049854,151270.0,VLM vs parser,
UBL,2018,L5,total_liabilities,26594860,1738329.0,VLM vs parser,
UBL,2019,L2,total_equity,183658016,169069.0,prior-year overlap,
UBL,2019,L2,total_liabilities,1832866453,1723706.0,prior-year overlap,
UBL,2019,L5,total_equity,183658016,169069.0,VLM vs parser,
UBL,2019,L5,total_liabilities,1832866453,1724626.0,VLM vs parser,
UBL,2020,L2,ppe,359545,53037.0,prior-year overlap,
UBL,2020,L2,total_equity,1299045,184073.0,prior-year overlap,
UBL,2020,L2,total_liabilities,12476940,1865319.0,prior-year overlap,
UBL,2020,L3,Eq,1299045,183658016,YoY x0.0,
UBL,2020,L3,TA,13775985,2023738324,YoY x0.0,
UBL,2020,L5,ppe,359545,53037.0,VLM vs parser,
UBL,2020,L5,total_equity,1299045,184073.0,VLM vs parser,
UBL,2020,L5,total_liabilities,12476940,1865510.0,VLM vs parser,
UBL,2021,L2,total_assets,15756463,1345391301.0,prior-year overlap,
UBL,2021,L2,total_liabilities,14462998,1370674755.0,prior-year overlap,
UBL,2021,L5,total_equity,1293465,204643.0,VLM vs parser,
UBL,2021,L5,total_liabilities,14462998,2413523.0,VLM vs parser,
UBL,2022,L3,TA,244274798,15756463,YoY x15.5,
UBL,2022,L5,total_assets,244274798,649740169.0,VLM vs parser,
UBL,2022,L5,total_liabilities,227989859,638532670.0,VLM vs parser,
UBL,2023,L3,TA,5574997502,244274798,YoY x22.8,
UBL,2024,L5,ppe,82234308,85246731.0,VLM vs parser,
UCAPM,2014,L3,Eq,-509.887,,negative equity,
UCAPM,2015,L3,Eq,-509.887,,negative equity,
UCAPM,2015,L3,Sales,2254.198,2254.198,exact repeat,
UCAPM,2015,L3,TA,3646.013,3646.013,exact repeat,
UCAPM,2020,L3,Sales,375.0,4345.0,YoY x0.1,
UCAPM,2021,L3,Sales,1900.0,375.0,YoY x5.1,
UDPL,2021,L5,current_liabilities,251359,64295.0,VLM vs parser,
UDPL,2023,L5,current_assets,1100159,1119558.0,VLM vs parser,
UDPL,2023,L5,current_liabilities,542365,27507.0,VLM vs parser,
UNIC,2013,L5,total_assets,3008202688,100.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
UNIC,2014,L2,total_liabilities,3231998.902,3135040.511,prior-year overlap,
UNIC,2017,L5,ppe,810596000,810.596,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
UNIC,2017,L5,total_assets,6211319000,6211.319,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
UNIC,2017,L5,total_equity,2641766000,2641.766,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
UNIC,2018,L5,ppe,774641000,774.641,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
UNIC,2018,L5,total_assets,6895465000,6895.465,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
UNIC,2018,L5,total_equity,3043496000,3043.496,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
UNIC,2019,L5,ppe,1245612000,1245.612,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
UNIC,2019,L5,total_assets,8183063000,8183.063,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
UNIC,2019,L5,total_equity,3437546000,3437.546,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
UNIC,2020,L5,total_assets,9860745000,9860.745,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
UNIC,2020,L5,total_equity,3754097000,3754.097,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
UNIC,2021,L3,TA,10543.291,9860745.0,YoY x0.0,
UNIC,2022,L2,ppe,88925.704,1773806.0,prior-year overlap,
UNIC,2022,L2,total_assets,787552.799,13000425.0,prior-year overlap,
UNIC,2022,L2,total_equity,572274.125,3977646.0,prior-year overlap,
UNIC,2022,L3,TA,787552.799,10543.291,YoY x74.7,
UNIC,2022,L5,ppe,88925704,1773.806,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
UNIC,2022,L5,total_assets,787552799,13000.425,VLM vs parser,
UNIC,2022,L5,total_equity,572274125,3977.646,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
UNIC,2023,L3,TA,13862729.0,787552.799,YoY x17.6,
UNITY,2013,L3,Eq,-9315.471,,negative equity,
UNITY,2014,L3,TA,13052346,104225.237,YoY x125.2,
UNITY,2022,L2.5,revenue,82184552553.0,82185.0,summary-vs-audited,
UNITY,2022,L2.5,total_assets,58620981418,58621.0,summary-vs-audited,
UNITY,2022,L2.5,total_equity,21156547814,21157.0,summary-vs-audited,
UNITY,2025,L5,cash,9132874,9530297.0,VLM vs parser,
UNITY,2025,L5,current_assets,65543716,76981773.0,VLM vs parser,
UNITY,2025,L5,current_liabilities,63917052,74331757.0,VLM vs parser,
UNITY,2025,L5,inventory,10179185,12283947.0,VLM vs parser,
UNITY,2025,L5,ppe,10889943,17357800.0,VLM vs parser,
UNITY,2025,L5,total_assets,83560500,95018091.0,VLM vs parser,
UPFL,2015,L5,current_assets,2257568,2300258.0,VLM vs parser,
UPFL,2020,L5,current_liabilities,4288855,4358169.0,VLM vs parser,
UPFL,2021,L2.5,total_equity,2969566,2747694.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
UPFL,2022,L2,cash,2581565,2316789.0,prior-year overlap,
UPFL,2025,L5,current_assets,9137345,15779321.0,VLM vs parser,
UPFL,2025,L5,current_liabilities,10446402,11104143.0,VLM vs parser,
UVIC,2013,L2,total_equity,388218,77886.0,prior-year overlap,
UVIC,2014,L2,total_equity,360213,117635.0,prior-year overlap,
UVIC,2015,L2,total_equity,553412,310911.0,prior-year overlap,
UVIC,2016,L2,total_equity,642504,382608.0,prior-year overlap,
UVIC,2017,L1,Sales-COGS=GP,1226,-39329,,
UVIC,2017,L1,TA=TL+Eq,919936,651041,,
UVIC,2020,L5,total_assets,985508,1069.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
UVIC,2020,L5,total_equity,829701,830.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
WAHN,2017,L2,revenue,1250740.289,1476445.682,prior-year overlap,
WAHN,2018,L5,revenue,1680925403,1986026266.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
WAVES,2019,L2,ppe,4969474,8693203.0,prior-year overlap,
WAVES,2019,L2,revenue,6818406,9483974.0,prior-year overlap,
WAVES,2019,L2,total_assets,16707420,17176216.0,prior-year overlap,
WAVES,2022,L2,net_income,208901.0,237478.0,prior-year overlap,
WAVES,2022,L5,net_income,177420,366082.0,VLM vs parser,
WAVES,2023,L2,net_income,148186,256781.0,prior-year overlap,
WAVES,2023,L5,net_income,148186,256781.0,VLM vs parser,
WAVES,2024,L2,net_income,61831.0,1087394.0,prior-year overlap,
WAVES,2024,L3,Sales,331198.0,5206326,YoY x0.1,
WAVES,2025,L5,net_income,125828,530460.0,VLM vs parser,
WTL,2015,L3,Eq,-4172998,7476667,YoY x-0.6,
WTL,2015,L3,Eq,-4172998,,negative equity,
WTL,2019,L5,current_assets,1986884,13480235.0,VLM vs parser,
WTL,2019,L5,current_liabilities,7949320,4478954.0,VLM vs parser,
WTL,2025,L3,Eq,-370941,,negative equity,
WYETH,2015,L2,revenue,2674709,1379405.0,prior-year overlap,
WYETH,2018,L5,current_liabilities,422810,440314.0,VLM vs parser,
YOUW,2018,L3,Eq,-197703.659,,negative equity,
YOUW,2019,L1,Sales-COGS=GP,7806530,8261530,,
YOUW,2019,L3,Eq,-271783.814,,negative equity,
YOUW,2021,L3,Eq,-48550000.0,,negative equity,
ZAHID,2019,L2,net_income,781658.797,781658797.0,prior-year overlap,
